scopus,doi,title,type,year,source,page,volume,reader_count,link,given-name,sur_name,citedby_count,h_index,doc_total,citedby_doc,coauthors_total
2-s2.0-84859974140,10.4067/S0718-18762012000100002,Addressing common vulnerabilities of reputation systems for electronic commerce,journal,2012,Journal of Theoretical and Applied Electronic Commerce Research,20-Jan,7,26,http://www.mendeley.com/research/addressing-common-vulnerabilities-reputation-systems-electronic-commerce,Yuan,Yao,22,7,34,123,33
2-s2.0-35448952063,10.1080/09511920601103064,Production-process modelling based on production-management data: A Petri-net approach,journal,2007,International Journal of Computer Integrated Manufacturing,794-810,20,8,http://www.mendeley.com/research/productionprocess-modelling-based-productionmanagement-data-petrinet-approach,D.,Gradišar,34,6,30,95,24
2-s2.0-84940553134,10.1080/07421222.2015.1063277,"Family Preferences Concerning Online Privacy, Data Mining, and Targeted Ads: Regulatory Implications",journal,2015,Journal of Management Information Systems,40-70,32,48,http://www.mendeley.com/research/family-preferences-concerning-online-privacy-data-mining-targeted-ads-regulatory-implications,Eric K.,Clemons,4,31,161,3628,103
2-s2.0-33645657604,10.1111/j.1467-9876.2006.00544.x,Inference of a hidden spatial tessellation from multivariate data: Application to the delineation of homogeneous regions in an agricultural field,generic,2006,Journal of the Royal Statistical Society. Series C: Applied Statistics,407-430,55,19,http://www.mendeley.com/research/inference-hidden-spatial-tessellation-multivariate-data-application-delineation-homogeneous-regions,Gilles,Guillot,9,17,34,1632,83
2-s2.0-77951705219,10.5465/amj.2010.49388795,Rewiring: Cross-business-unit collaborations in multibusiness organizations,journal,2010,Academy of Management Journal,265-301,53,458,http://www.mendeley.com/research/rewiring-crossbusinessunit-collaborations-multibusiness-organizations,Jeffrey A.,Martin,123,6,9,5348,7
2-s2.0-44649123657,10.1137/050648584,Peeling Off a Nonconvex Cover of an Actual Convex Problem: Hidden Convexity *,journal,2007,SIAM J. OPTIM. c Society for Industrial and Applied Mathematics,507-536,18,10,http://www.mendeley.com/research/peeling-nonconvex-cover-actual-convex-problem-hidden-convexity,Z. Y.,Wu,4,13,73,388,45
2-s2.0-27844568140,10.1080/0951192042000213164,Performance measurement systems for virtual enterprise integration,journal,2005,International Journal of Computer Integrated Manufacturing,73-84,18,9,http://www.mendeley.com/research/performance-measurement-systems-virtual-enterprise-integration-2,Ricardo,Chalmeta,41,10,37,405,33
2-s2.0-79959692420,10.1002/sres.1091,Fiddling While the Planet Burns: The Scientific Validity of Chaordic Systems Thinking,generic,2011,Systems Research and Behavioral Science,401-417,28,3,http://www.mendeley.com/research/fiddling-while-planet-burns-scientific-validity-chaordic-systems-thinking,Merrelyn,Emery,5,5,14,92,11
2-s2.0-70449590240,10.1080/01449290701494563,How to mitigate the significant negative influence of computer anxiety on ease of use perceptions,journal,2009,Behaviour and Information Technology,223-238,28,24,http://www.mendeley.com/research/mitigate-significant-negative-influence-computer-anxiety-ease-perceptions,D.,Fakun,11,3,5,29,2
2-s2.0-80054971900,10.2105/AJPH.2011.300293,Wake me up when there's a crisis: Progress on state pandemic influenza ethics preparedness,journal,2011,American Journal of Public Health,2080-2082,101,26,http://www.mendeley.com/research/wake-me-up-theres-crisis-progress-state-pandemic-influenza-ethics-preparedness,James C.,Thomas,3,27,99,2204,150
2-s2.0-84872838396,10.4067/S0718-18762012000300009,Virtual cities in Urban planning: The Uppsala case study,journal,2012,Journal of Theoretical and Applied Electronic Commerce Research,88-100,7,29,http://www.mendeley.com/research/virtual-cities-urban-planning-uppsala-case-study,Cristina Videira,Lopes,7,27,147,4941,143
2-s2.0-84861378098,10.1080/00207543.2011.560205,System parameter selection with information axiom for the new product introduction to the hybrid manufacturing systems under dual-resource constraint,journal,2012,International Journal of Production Research,1825-1839,50,9,http://www.mendeley.com/research/system-parameter-selection-information-axiom-new-product-introduction-hybrid-manufacturing-systems-u-1,Tijen,Ertay,5,12,21,915,17
2-s2.0-61449105623,10.1002/kpm.299,A process-based classification of knowledge maps and application examples,journal,2008,Knowledge and Process Management,59-71,15,1570,http://www.mendeley.com/research/processbased-classification-knowledge-maps-application-examples,Martin J.,Eppler,36,18,80,1976,50
2-s2.0-13844255241,10.1002/asi.20117,Trust-based secure information sharing between federal government agencies,journal,2005,Journal of the American Society for Information Science and Technology,283-298,56,158,http://www.mendeley.com/research/trustbased-secure-information-sharing-between-federal-government-agencies,Peng,Liu,21,24,273,1770,150
2-s2.0-84941942964,10.1080/0951192X.2014.964774,An extended-strategic alignment model for technical information system alignment,journal,2015,International Journal of Computer Integrated Manufacturing,1275-1290,28,30,http://www.mendeley.com/research/extendedstrategic-alignment-model-technical-information-system-alignment-1,Virginie,Goepp,2,5,36,95,20
2-s2.0-79952681991,10.1111/j.1937-5956.2010.01212.x,Theoretical and interpretation challenges to using the author affiliation index method to rank journals,journal,2011,Production and Operations Management,280-300,20,13,http://www.mendeley.com/research/theoretical-interpretation-challenges-using-author-affiliation-index-method-rank-journals,Vijay K.,Agrawal,8,2,4,23,3
2-s2.0-84859571734,10.1080/09585192.2011.610958,The impact of skills and performance on earnings: Evidence from retail bankers in Portugal,journal,2012,International Journal of Human Resource Management,2205-2220,23,10,http://www.mendeley.com/research/impact-skills-performance-earnings-evidence-retail-bankers-portugal,Fátima,Suleman,4,3,14,24,7
2-s2.0-84907588975,10.1287/isre.2014.0534,Using income accounting as the theoretical basis for measuring IT productivity,journal,2014,Information Systems Research,449-467,25,37,http://www.mendeley.com/research/using-income-accounting-theoretical-basis-measuring-it-productivity,Dennis O.,Kundisch,2,7,73,231,100
2-s2.0-33947385375,10.1002/asi.20509,"Design, implementation, and evaluation of a methodology for automatic stemmer generation",journal,2007,Journal of the American Society for Information Science and Technology,673-686,58,11,http://www.mendeley.com/research/design-implementation-evaluation-methodology-automatic-stemmer-generation,Massimo,Melucci,1,13,81,412,56
2-s2.0-55149097474,10.1080/13511610802404898,"Dealing with dissent: Whistleblowing, egalitarianism, and the republic of the firm",journal,2008,Innovation,267-279,21,22,http://www.mendeley.com/research/dealing-dissent-whistleblowing-egalitarianism-republic-firm,Anthony J.,Evans,9,6,29,101,9
2-s2.0-84939652758,10.1007/s11205-014-0764-x,Consulting with Citizens in the Design of Wellbeing Measures and Policies: Lessons from a Systems Science Application,journal,2015,Social Indicators Research,857-877,123,32,http://www.mendeley.com/research/consulting-citizens-design-wellbeing-measures-policies-lessons-systems-science-application,Michael J.,Hogan,8,41,346,4274,150
2-s2.0-79961037638,10.2308/jmar.2010.22.1.251,The Effects of Profit-Sharing Contract and Feedback on the Sustainability of Cooperation,journal,2010,Journal of Management Accounting Research,251-269,22,25,http://www.mendeley.com/research/effects-profitsharing-contract-feedback-sustainability-cooperation,Khim,Kelly,6,5,10,54,9
2-s2.0-84864409753,10.1007/s10257-011-0169-1,Empirical analysis of anticipatory standardization processes: A case study,journal,2012,Information Systems and e-Business Management,325-350,10,10,http://www.mendeley.com/research/empirical-analysis-anticipatory-standardization-processes-case-study,Karthikeyan,Umapathy,1,5,32,127,28
2-s2.0-34548563623,10.1207/s15327590ijhc2201-02_8,An approach to the evaluation of usefulness as a social construct using technological frames,journal,2007,International Journal of Human-Computer Interaction,153-172,22,21,http://www.mendeley.com/research/approach-evaluation-usefulness-social-construct-using-technological-frames,Jose Abdelnour,Nocera,19,5,63,127,96
2-s2.0-84901418491,10.1007/s10845-012-0709-7,An e-Learning tool considering similarity measures for manufacturing cell formation,journal,2014,Journal of Intelligent Manufacturing,617-628,25,15,http://www.mendeley.com/research/elearning-tool-considering-similarity-measures-manufacturing-cell-formation,Oliver R.,Ilić,7,2,8,23,3
2-s2.0-84988241280,10.1080/08982112.2013.783598,Analyzing highly censored reliability data without exact failure times: An efficient tool for practitioners,journal,2013,Quality Engineering,392-400,25,2,http://www.mendeley.com/research/analyzing-highly-censored-reliability-data-without-exact-failure-times-efficient-tool-practitioners,Cai Wen,Zhang,5,10,16,298,23
2-s2.0-79953326129,10.1111/j.1530-9290.2010.00316.x,Multicriteria Design of Plastic Recycling Based on Quality Information and Environmental Impacts,journal,2011,Journal of Industrial Ecology,228-244,15,43,http://www.mendeley.com/research/multicriteria-design-plastic-recycling-based-quality-information-environmental-impacts,Jun,Nakatani,6,8,26,140,34
2-s2.0-84877594656,10.1111/j.1468-0394.2012.00630.x,Exploring the relationship between system development life cycle and knowledge accumulation in Taiwan's IT industry,journal,2013,Expert Systems,173-182,30,34,http://www.mendeley.com/research/exploring-relationship-between-system-development-life-cycle-knowledge-accumulation-taiwans-it-indus,Wen-Hsiang,Lai,4,7,29,173,29
2-s2.0-84931560236,10.1111/jbl.12091,Forecasting with temporally aggregated demand signals in a retail supply chain,journal,2015,Journal of Business Logistics,199-211,36,25,http://www.mendeley.com/research/forecasting-temporally-aggregated-demand-signals-retail-supply-chain,Yao,Jin,4,1,2,4,5
2-s2.0-84940452612,10.1007/s11235-015-0031-8,Secured map reduce computing based on virtual machine using threshold secret sharing and group signature mechanisms in cloud computing environments,journal,2015,Telecommunication Systems,303-313,60,5,http://www.mendeley.com/research/secured-map-reduce-computing-based-virtual-machine-using-threshold-secret-sharing-group-signature-me-4,Hua Yi,Lin,4,6,30,91,17
2-s2.0-80054704604,10.1002/asi.21631,A framework of students' reasons for using CMC media in learning contexts: A structural approach,journal,2011,Journal of the American Society for Information Science and Technology,2182-2200,62,38,http://www.mendeley.com/research/framework-students-reasons-using-cmc-media-learning-contexts-structural-approach,Zixiu,Guo,14,7,32,168,22
2-s2.0-58849120645,10.1145/1435417.1435449,The relationship between software development team size and software development cost,journal,2009,Communications of the ACM,141,52,39,http://www.mendeley.com/research/relationship-between-software-development-team-size-software-development-cost,Parag C.,Pendharkar,31,20,99,1100,25
2-s2.0-35348813098,10.1007/s10479-007-0195-z,A hypercube queueing model embedded into a genetic algorithm for ambulance deployment on highways,journal,2008,Annals of Operations Research,207-224,157,29,http://www.mendeley.com/research/hypercube-queueing-model-embedded-genetic-algorithm-ambulance-deployment-highways,Ana Paula,Iannoni,40,7,16,157,7
2-s2.0-84924706397,10.1287/moor.2014.0671,Inventory Management with Stochastic Lead Times,journal,2014,Mathematics of Operations Research,302-327,40,14,http://www.mendeley.com/research/inventory-management-stochastic-lead-times,Kumar,Muthuraman,10,11,34,434,44
2-s2.0-67449095889,10.1093/bib/bbp028,Computational methods for discovering gene networks from expression data,generic,2009,Briefings in Bioinformatics,408-423,10,367,http://www.mendeley.com/research/computational-methods-discovering-gene-networks-expression-data,Wei-Po,Lee,123,17,85,876,47
2-s2.0-34247533655,10.1007/s00168-006-0098-y,A multi-scale analysis of urban form and commuting change in a small metropolitan area (1990-2000),journal,2007,Annals of Regional Science,315-332,41,26,http://www.mendeley.com/research/multiscale-analysis-urban-form-commuting-change-small-metropolitan-area-19902000-4,Mark W.,Horner,49,27,100,1700,78
2-s2.0-84887525270,10.1287/ijoc.1120.0527,A logarithmic method for reducing binary variables and inequality constraints in solving task assignment problems,journal,2013,INFORMS Journal on Computing,643-653,25,10,http://www.mendeley.com/research/logarithmic-method-reducing-binary-variables-inequality-constraints-solving-task-assignment-problems,Han-Lin,Li,12,19,73,1212,31
2-s2.0-60449106987,10.1287/isre.1070.0153,How does personality matter? Relating the five-factor model to technology acceptance and use,journal,2008,Information Systems Research,93-105,19,153,http://www.mendeley.com/research/personality-matter-relating-fivefactor-model-technology-acceptance-15,U.Sarv,Devaraj,239,1,1,240,2
